Source;Group;species;Organ;Organ (details);Growth form;Climate;RP;AP;RAP
Villagra 1997;Angiosperm;Prosopis alpataco;stem;trunk;angio tree;subtropical;;;53
Villagra 1997;Angiosperm;Prosopis argentina;stem;trunk;angio tree;subtropical;;;47
von Frey-Wyssling 1942;Angiosperm;Buxus sempervirens;stem;trunk;angio tree;temperate;14.3;2.4;16.7
von Frey-Wyssling 1942;Angiosperm;Carpinus betulus;stem;trunk;angio tree;temperate;13.5;;
von Frey-Wyssling 1942;Angiosperm;Clematis vitalba;stem;liana stem;climber;temperate;28;;
von Frey-Wyssling 1942;Angiosperm;Hedera helix;stem;liana stem;climber;temperate;33;;
von Frey-Wyssling 1942;Angiosperm;Ilex aquifolium;stem;trunk;angio tree;temperate;16.4;;
von Frey-Wyssling 1942;Angiosperm;Lonicera caprifolium;stem;liana stem;climber;temperate;22.8;;
von Frey-Wyssling 1942;Angiosperm;Robinia pseudoacacia;stem;trunk;angio tree;temperate;16.7;8.3;25
von Frey-Wyssling 1942;Angiosperm;Tilia cordata;stem;trunk;angio tree;temperate;13.7;26.1;39.8
von Frey-Wyssling 1942;Angiosperm;Vitis vinifera;stem;liana stem;climber;temperate;38.6;;
Wagenfuhr 2007;Gymnosperm;Abies alba;stem;trunk;gymno tree;temperate;10.2;;10.2
Wagenfuhr 2007;Angiosperm;Acer pictum;stem;trunk;angio tree;temperate;14;4;18
Wagenfuhr 2007;Angiosperm;Acer pseudoplatanus;stem;trunk;angio tree;temperate;17.4;;
Wagenfuhr 2007;Angiosperm;Aesculus hippocastanum;stem;trunk;angio tree;temperate;15;;
Wagenfuhr 2007;Angiosperm;Afzelia bipindensis;stem;trunk;angio tree;tropical;15;22;37
Wagenfuhr 2007;Angiosperm;Afzelia quanzensis;stem;trunk;angio tree;tropical;15;18;33
Wagenfuhr 2007;Gymnosperm;Agathis australis;stem;trunk;gymno tree;subtropical;7;;7
Wagenfuhr 2007;Angiosperm;Albizia saman;stem;trunk;angio tree;tropical;13;22;35
Wagenfuhr 2007;Angiosperm;Alnus glutinosa;stem;trunk;angio tree;temperate;13;;
Wagenfuhr 2007;Angiosperm;Alstonia congensis;stem;trunk;angio tree;tropical;20;8;28
Wagenfuhr 2007;Angiosperm;Amphimas pterocarpoides;stem;trunk;angio tree;tropical;22;38;60
Wagenfuhr 2007;Angiosperm;Anisoptera costata;stem;trunk;angio tree;tropical;27;5;32
Wagenfuhr 2007;Angiosperm;Antiaris toxicaria;stem;trunk;angio tree;tropical;19;15;34
Wagenfuhr 2007;Angiosperm;Antrocaryon klaineanum;stem;trunk;angio tree;tropical;10;7;17
Wagenfuhr 2007;Gymnosperm;Araucaria angustifolia;stem;trunk;gymno tree;subtropical;5.5;;5.5
Wagenfuhr 2007;Angiosperm;Aspidosperma polyneuron;stem;trunk;angio tree;tropical;17;1;18
Wagenfuhr 2007;Angiosperm;Astronium fraxinifolium;stem;trunk;angio tree;tropical;15;5;20
Wagenfuhr 2007;Angiosperm;Aucoumea klaineana;stem;trunk;angio tree;tropical;12.5;1.5;14
Wagenfuhr 2007;Angiosperm;Autranella congolensis;stem;trunk;angio tree;tropical;25;17;42
Wagenfuhr 2007;Angiosperm;Avicennia officinalis;stem;trunk;angio tree;tropical;10;27;37
Wagenfuhr 2007;Angiosperm;Baillonella toxisperma;stem;trunk;angio tree;tropical;25;19;44
Wagenfuhr 2007;Angiosperm;Beilschmiedia gaboonensis;stem;trunk;angio tree;tropical;15;8;23
Wagenfuhr 2007;Angiosperm;Berlinia bracteosa;stem;trunk;angio tree;tropical;17;21;38
Wagenfuhr 2007;Angiosperm;Betula pendula;stem;trunk;angio tree;temperate;10.4;2;12.4
Wagenfuhr 2007;Angiosperm;Brachystegia cynometroides;stem;trunk;angio tree;tropical;13;20;33
Wagenfuhr 2007;Angiosperm;Brachystegia spiciformis;stem;trunk;angio tree;tropical;23;19;42
Wagenfuhr 2007;Angiosperm;Bruguiera gymnorhiza;stem;trunk;angio tree;tropical;25.5;0.5;26
Wagenfuhr 2007;Angiosperm;Caesalpinia echinata;stem;trunk;angio tree;tropical;10;6;16
Wagenfuhr 2007;Gymnosperm;Calocedrus decurrens;stem;trunk;gymno tree;temperate;12;8;20
Wagenfuhr 2007;Angiosperm;Calophyllum peekelii;stem;trunk;angio tree;tropical;16;10;26
Wagenfuhr 2007;Angiosperm;Canarium schweinfurtii;stem;trunk;angio tree;tropical;10.5;4;14.5
Wagenfuhr 2007;Angiosperm;Carapa guianensis;stem;trunk;angio tree;tropical;17;7.5;24.5
Wagenfuhr 2007;Angiosperm;Cariniana pyriformis;stem;trunk;angio tree;tropical;20;14;34
Wagenfuhr 2007;Angiosperm;Carpinus betulus;stem;trunk;angio tree;temperate;22;2;24
Wagenfuhr 2007;Angiosperm;Carya alba;stem;trunk;angio tree;temperate;20;8;28
Wagenfuhr 2007;Angiosperm;Castanea sativa;stem;trunk;angio tree;temperate;17;;
Wagenfuhr 2007;Angiosperm;Cedrela odorata;stem;trunk;angio tree;tropical;13;25;38
Wagenfuhr 2007;Angiosperm;Ceiba pentandra;stem;trunk;angio tree;tropical;21;51;72
Wagenfuhr 2007;Angiosperm;Celtis sp;stem;trunk;angio tree;temperate;8;6;14
Wagenfuhr 2007;Angiosperm;Chlorocardium rodiei;stem;trunk;angio tree;tropical;11.4;10.4;21.8
Wagenfuhr 2007;Angiosperm;Chrysophyllum africanum;stem;trunk;angio tree;tropical;21;;
Wagenfuhr 2007;Angiosperm;Chukrasia tabularis;stem;trunk;angio tree;tropical;20;7;27
Wagenfuhr 2007;Angiosperm;Copaifera salikounda;stem;trunk;angio tree;tropical;16;16;32
Wagenfuhr 2007;Angiosperm;Cordia millenii;stem;trunk;angio tree;tropical;12;21;33
Wagenfuhr 2007;Gymnosperm;Dacrycarpus imbricatus;stem;trunk;gymno tree;tropical;8;1;9
Wagenfuhr 2007;Angiosperm;Dacryodes buettneri;stem;trunk;angio tree;tropical;14;4;18
Wagenfuhr 2007;Angiosperm;Dacryodes igaganga;stem;trunk;angio tree;tropical;17;;
Wagenfuhr 2007;Angiosperm;Dacryodes pubescens;stem;trunk;angio tree;tropical;7;6;13
Wagenfuhr 2007;Angiosperm;Dalbergia frutescens;stem;trunk;angio tree;tropical;14;8;22
Wagenfuhr 2007;Angiosperm;Dalbergia latifolia;stem;trunk;angio tree;tropical;15;15;30
Wagenfuhr 2007;Angiosperm;Dalbergia nigra;stem;trunk;angio tree;tropical;23;22;45
Wagenfuhr 2007;Angiosperm;Dalbergia retusa;stem;trunk;angio tree;tropical;12;18;30
Wagenfuhr 2007;Angiosperm;Daniellia ogea;stem;trunk;angio tree;tropical;12;9;21
Wagenfuhr 2007;Angiosperm;Detarium senegalense;stem;trunk;angio tree;tropical;21;16;37
Wagenfuhr 2007;Angiosperm;Dicorynia guianensis;stem;trunk;angio tree;tropical;10;28;38
Wagenfuhr 2007;Angiosperm;Didelotia africana;stem;trunk;angio tree;tropical;24;7;31
Wagenfuhr 2007;Angiosperm;Diospyros celebica;stem;trunk;angio tree;tropical;20;13;33
Wagenfuhr 2007;Angiosperm;Diospyros virginiana;stem;trunk;angio tree;temperate;22;19;41
Wagenfuhr 2007;Angiosperm;Dipterocarpus alatus;stem;trunk;angio tree;tropical;19;10;29
Wagenfuhr 2007;Angiosperm;Distemonanthus benthamianus;stem;trunk;angio tree;tropical;14;18.5;32.5
Wagenfuhr 2007;Angiosperm;Dracontomelon dao;stem;trunk;angio tree;tropical;13;13;26
Wagenfuhr 2007;Angiosperm;Entandrophragma angolense;stem;trunk;angio tree;tropical;26;10;36
Wagenfuhr 2007;Angiosperm;Entandrophragma candollei;stem;trunk;angio tree;tropical;25;18;43
Wagenfuhr 2007;Angiosperm;Entandrophragma cylindricum;stem;trunk;angio tree;tropical;17.9;20.5;38.4
Wagenfuhr 2007;Angiosperm;Entandrophragma utile;stem;trunk;angio tree;tropical;20.5;10.5;31
Wagenfuhr 2007;Angiosperm;Erythrophleum suaveolens;stem;trunk;angio tree;tropical;14;32;46
Wagenfuhr 2007;Angiosperm;Eucalyptus globulus;stem;trunk;angio tree;subtropical;14;16;30
Wagenfuhr 2007;Angiosperm;Fagus sylvatica;stem;trunk;angio tree;temperate;16.2;5.3;21.5
Wagenfuhr 2007;Gymnosperm;Fitzroya cupressoides;stem;trunk;gymno tree;temperate;13;1;14
Wagenfuhr 2007;Angiosperm;Fleroya ledermannii;stem;trunk;angio tree;tropical;13.5;11.5;25
Wagenfuhr 2007;Angiosperm;Fraxinus excelsior;stem;trunk;angio tree;temperate;15;10.4;25.4
Wagenfuhr 2007;Angiosperm;Gilbertiodendron dewevrei;stem;trunk;angio tree;tropical;12;15;27
Wagenfuhr 2007;Angiosperm;Gonystylus bancanus;stem;trunk;angio tree;tropical;12;6;18
Wagenfuhr 2007;Angiosperm;Gossweilerodendron balsamiferum;stem;trunk;angio tree;tropical;16;27;43
Wagenfuhr 2007;Angiosperm;Guaiacum officinale;stem;trunk;angio tree;tropical;12;3;15
Wagenfuhr 2007;Angiosperm;Guarea cedrata;stem;trunk;angio tree;tropical;15.5;16;31.5
Wagenfuhr 2007;Angiosperm;Guarea thompsonii;stem;trunk;angio tree;tropical;17;25;42
Wagenfuhr 2007;Angiosperm;Guibourtia arnoldiana;stem;trunk;angio tree;tropical;20;13;33
Wagenfuhr 2007;Angiosperm;Guibourtia ehie;stem;trunk;angio tree;tropical;17.5;13;30.5
Wagenfuhr 2007;Angiosperm;Guibourtia tessmannii;stem;trunk;angio tree;tropical;16;10;26
Wagenfuhr 2007;Angiosperm;Heritiera simplicifolia;stem;trunk;angio tree;tropical;20;21.5;41.5
Wagenfuhr 2007;Angiosperm;Hevea brasiliensis;stem;trunk;angio tree;tropical;19;4;23
Wagenfuhr 2007;Angiosperm;Hopea odorata;stem;trunk;angio tree;tropical;13;10;23
Wagenfuhr 2007;Angiosperm;Hura crepitans;stem;trunk;angio tree;tropical;22;18;40
Wagenfuhr 2007;Angiosperm;Hymenaea courbaril;stem;trunk;angio tree;tropical;17;13;30
Wagenfuhr 2007;Angiosperm;Intsia bijuga;stem;trunk;angio tree;tropical;7;19;26
Wagenfuhr 2007;Angiosperm;Juglans nigra;stem;trunk;angio tree;temperate;11;4;15
Wagenfuhr 2007;Angiosperm;Juglans regia;stem;trunk;angio tree;temperate;16.1;8.2;24.3
Wagenfuhr 2007;Angiosperm;Julbernardia pellegriniana;stem;trunk;angio tree;tropical;14;9;23
Wagenfuhr 2007;Angiosperm;Khaya ivorensis;stem;trunk;angio tree;tropical;21.5;5.1;26.6
Wagenfuhr 2007;Angiosperm;Lagerstroemia balansae;stem;trunk;angio tree;tropical;22.5;13.5;36
Wagenfuhr 2007;Gymnosperm;Larix decidua;stem;trunk;gymno tree;temperate;9;;9
Wagenfuhr 2007;Angiosperm;Laurelia aromatica;stem;trunk;angio tree;subtropical;16;;
Wagenfuhr 2007;Angiosperm;Liriodendron tultipifera;stem;trunk;angio tree;temperate;19;;
Wagenfuhr 2007;Angiosperm;Lophira alata;stem;trunk;angio tree;tropical;13.2;19.1;32.3
Wagenfuhr 2007;Angiosperm;Lovoa trichilioides;stem;trunk;angio tree;tropical;13;4.5;17.5
Wagenfuhr 2007;Angiosperm;Magnolia hypolampra;stem;trunk;angio tree;tropical;17;6.5;23.5
Wagenfuhr 2007;Angiosperm;Magnolia sumatrana;stem;trunk;angio tree;tropical;14.5;7;21.5
Wagenfuhr 2007;Angiosperm;Mansonia altissima;stem;trunk;angio tree;tropical;16.3;7.8;24
Wagenfuhr 2007;Angiosperm;Melaleuca leucadendra;stem;trunk;angio tree;tropical;12;6;18
Wagenfuhr 2007;Angiosperm;Microberlinia brazzavillensis;stem;trunk;angio tree;tropical;15;17;32
Wagenfuhr 2007;Angiosperm;Milicia excelsa;stem;trunk;angio tree;tropical;16.5;15;31.5
Wagenfuhr 2007;Angiosperm;Millettia laurentii;stem;trunk;angio tree;tropical;19.4;30.8;50.2
Wagenfuhr 2007;Angiosperm;Monopetalanthus sp;stem;trunk;angio tree;tropical;11;20;31
Wagenfuhr 2007;Angiosperm;Musanga cecropioides;stem;trunk;angio tree;tropical;19.7;3.9;23.6
Wagenfuhr 2007;Angiosperm;Nauclea diderrichii;stem;trunk;angio tree;tropical;22.5;6.5;29
Wagenfuhr 2007;Angiosperm;Nesogordonia papaverifera;stem;trunk;angio tree;tropical;19.5;24;43.5
Wagenfuhr 2007;Angiosperm;Nothofagus alpina;stem;trunk;angio tree;temperate;14;;
Wagenfuhr 2007;Angiosperm;Ochroma pyramidale;stem;trunk;angio tree;tropical;18;74;92
Wagenfuhr 2007;Angiosperm;Ocotea porosa;stem;trunk;angio tree;subtropical;17;;
Wagenfuhr 2007;Angiosperm;Oxystigma oxyphyllum;stem;trunk;angio tree;tropical;18;11;29
Wagenfuhr 2007;Angiosperm;Paratecoma peroba;stem;trunk;angio tree;tropical;11;4;15
Wagenfuhr 2007;Angiosperm;Parinari excelsa;stem;trunk;angio tree;tropical;28;16;44
Wagenfuhr 2007;Angiosperm;Peltogyne venosa;stem;trunk;angio tree;tropical;15;21;36
Wagenfuhr 2007;Angiosperm;Pentacme contorta;stem;trunk;angio tree;tropical;15;15;30
Wagenfuhr 2007;Angiosperm;Pericopsis elata;stem;trunk;angio tree;tropical;15;15;30
Wagenfuhr 2007;Angiosperm;Persea lingue;stem;trunk;angio tree;temperate;17;9;26
Wagenfuhr 2007;Angiosperm;Petersianthus macrocarpus;stem;trunk;angio tree;tropical;17;3;20
Wagenfuhr 2007;Gymnosperm;Picea abies;stem;trunk;gymno tree;temperate;5;;5
Wagenfuhr 2007;Gymnosperm;Pinus kesiya;stem;trunk;gymno tree;tropical;5;;5
Wagenfuhr 2007;Gymnosperm;Pinus massoniana;stem;trunk;gymno tree;subtropical;8;;8
Wagenfuhr 2007;Gymnosperm;Pinus merkusii;stem;trunk;gymno tree;tropical;8;;8
Wagenfuhr 2007;Gymnosperm;Pinus palustris;stem;trunk;gymno tree;subtropical;8.4;;8.4
Wagenfuhr 2007;Gymnosperm;Pinus radiata;stem;trunk;gymno tree;temperate;11.2;;11.2
Wagenfuhr 2007;Gymnosperm;Pinus strobus;stem;trunk;gymno tree;temperate;5.3;;5.3
Wagenfuhr 2007;Gymnosperm;Pinus sylvestris;stem;trunk;gymno tree;temperate;5.6;;5.6
Wagenfuhr 2007;Angiosperm;Piptadeniastrum africanum;stem;trunk;angio tree;tropical;13.5;23;36.5
Wagenfuhr 2007;Angiosperm;Platanus acerifolia;stem;trunk;angio tree;temperate;31;9;40
Wagenfuhr 2007;Gymnosperm;Podocarpus salignus;stem;trunk;gymno tree;tropical;9;2.3;11.3
Wagenfuhr 2007;Angiosperm;Populus nigra;stem;trunk;angio tree;temperate;12;;
Wagenfuhr 2007;Angiosperm;Populus tremula;stem;trunk;angio tree;temperate;12.3;;
Wagenfuhr 2007;Angiosperm;Pouteria pierrei;stem;trunk;angio tree;tropical;25;17;42
Wagenfuhr 2007;Angiosperm;Prunus avium;stem;trunk;angio tree;temperate;17;;
Wagenfuhr 2007;Angiosperm;Prunus serotina;stem;trunk;angio tree;temperate;14;;
Wagenfuhr 2007;Gymnosperm;Pseudotsuga menziesii;stem;trunk;gymno tree;temperate;7;;7
Wagenfuhr 2007;Angiosperm;Pterocarpus angolensis;stem;trunk;angio tree;tropical;17;21;38
Wagenfuhr 2007;Angiosperm;Pterocarpus macrocarpus;stem;trunk;angio tree;tropical;14.1;14.6;28.7
Wagenfuhr 2007;Angiosperm;Pterocarpus soyauxii;stem;trunk;angio tree;tropical;13;23;36
Wagenfuhr 2007;Angiosperm;Pterygota macrocarpa;stem;trunk;angio tree;tropical;20;23;43
Wagenfuhr 2007;Angiosperm;Pycnanthus angolensis;stem;trunk;angio tree;tropical;27;;
Wagenfuhr 2007;Angiosperm;Pyrus communis;stem;trunk;angio tree;temperate;21;8;29
Wagenfuhr 2007;Angiosperm;Quercus alba;stem;trunk;angio tree;temperate;22;4;26
Wagenfuhr 2007;Angiosperm;Quercus robur;stem;trunk;angio tree;temperate;16.1;5.5;21.5
Wagenfuhr 2007;Angiosperm;Quercus rubra;stem;trunk;angio tree;temperate;10.1;4.3;14.4
Wagenfuhr 2007;Angiosperm;Rhizophora apiculata;stem;trunk;angio tree;tropical;18.5;0.5;19
Wagenfuhr 2007;Angiosperm;Rhodognaphalon brevicuspe;stem;trunk;angio tree;tropical;22;27;49
Wagenfuhr 2007;Angiosperm;Ricinodendron heudelotii;stem;trunk;angio tree;tropical;17.7;;
Wagenfuhr 2007;Angiosperm;Robinia pseudoacacia;stem;trunk;angio tree;temperate;21;6;27
Wagenfuhr 2007;Angiosperm;Salix alba;stem;trunk;angio tree;temperate;17;;
Wagenfuhr 2007;Gymnosperm;Sequoia sempervirens;stem;trunk;gymno tree;temperate;7.8;;7.8
Wagenfuhr 2007;Angiosperm;Shorea hypochra;stem;trunk;angio tree;tropical;15;12;27
Wagenfuhr 2007;Angiosperm;Shorea obtusa;stem;trunk;angio tree;tropical;17;17;34
Wagenfuhr 2007;Angiosperm;Shorea sp;stem;trunk;angio tree;tropical;18;14;32
Wagenfuhr 2007;Angiosperm;Sindoropsis letestui;stem;trunk;angio tree;tropical;17;7;24
Wagenfuhr 2007;Angiosperm;Sorbus aucuparia;stem;trunk;angio tree;temperate;20;1;21
Wagenfuhr 2007;Angiosperm;Sorbus torminalis;stem;trunk;angio tree;temperate;23;2;25
Wagenfuhr 2007;Angiosperm;Staudtia kamerunensis;stem;trunk;angio tree;tropical;17;14;31
Wagenfuhr 2007;Angiosperm;Sterculia oblonga;stem;trunk;angio tree;tropical;13;36;49
Wagenfuhr 2007;Angiosperm;Sterculia rhinopetala;stem;trunk;angio tree;tropical;23;27;50
Wagenfuhr 2007;Angiosperm;Swietenia macrophylla;stem;trunk;angio tree;tropical;13;4;17
Wagenfuhr 2007;Angiosperm;Tarrietia utilis;stem;trunk;angio tree;tropical;26;7;33
Wagenfuhr 2007;Gymnosperm;Taxus baccata;stem;trunk;gymno tree;temperate;14;;14
Wagenfuhr 2007;Angiosperm;Tectona grandis;stem;trunk;angio tree;tropical;16.7;7;23.7
Wagenfuhr 2007;Angiosperm;Terminalia ivorensis;stem;trunk;angio tree;tropical;17;10;27
Wagenfuhr 2007;Angiosperm;Terminalia superba;stem;trunk;angio tree;tropical;16.5;13.1;29.6
Wagenfuhr 2007;Angiosperm;Testulea gabonensis;stem;trunk;angio tree;tropical;14;12;26
Wagenfuhr 2007;Angiosperm;Tetraberlinia bifoliolata;stem;trunk;angio tree;tropical;9;11;20
Wagenfuhr 2007;Gymnosperm;Thuja plicata;stem;trunk;gymno tree;temperate;7;;7
Wagenfuhr 2007;Angiosperm;Tieghemella africana;stem;trunk;angio tree;tropical;19;16;35
Wagenfuhr 2007;Angiosperm;Tieghemella heckelii;stem;trunk;angio tree;tropical;23.8;16;39.8
Wagenfuhr 2007;Angiosperm;Tilia platyphyllos;stem;trunk;angio tree;temperate;9;2.5;11.5
Wagenfuhr 2007;Angiosperm;Triplochiton scleroxylon;stem;trunk;angio tree;tropical;23.5;35;58.5
Wagenfuhr 2007;Gymnosperm;Tsuga heterophylla;stem;trunk;gymno tree;tropical;8.8;;8.8
Wagenfuhr 2007;Angiosperm;Turraeanthus africana;stem;trunk;angio tree;tropical;7;3;10
Wagenfuhr 2007;Angiosperm;Ulmus glabra;stem;trunk;angio tree;temperate;14;6;20
Wagenfuhr 2007;Angiosperm;Ulmus minor;stem;trunk;angio tree;temperate;14;6;20
Wagenfuhr 2007;Angiosperm;Virola surinamensis;stem;trunk;angio tree;tropical;15;1;16
Wagenfuhr 2007;Angiosperm;Vochysia tomentosa;stem;trunk;angio tree;tropical;23;15;38
Wagenfuhr 2007;Angiosperm;Xylia xylocarpa;stem;trunk;angio tree;tropical;14;11;25
Wagenfuhr 2007;Angiosperm;Zanthoxylum heitzii;stem;trunk;angio tree;tropical;13;5;18
Woodrum 2003;Angiosperm;Acer negundo;stem;trunk;angio tree;temperate;5.3;;
Woodrum 2003;Angiosperm;Acer rubrum;stem;trunk;angio tree;temperate;6.4;;
Woodrum 2003;Angiosperm;Acer saccharinum;stem;trunk;angio tree;temperate;5.4;;
Woodrum 2003;Angiosperm;Acer saccharum;stem;trunk;angio tree;temperate;7.1;;
Woodrum 2003;Angiosperm;Acer saccharum;stem;trunk;angio tree;temperate;8.1;;
Wu 2006;Angiosperm;Eucalyptus grandis;stem;trunk;angio tree;subtropical;15.24;4.6;19.84
Wu 2006;Angiosperm;Eucalyptus urophylla;stem;trunk;angio tree;subtropical;16.4;4;20.4
Xi and Zhao 2012;Angiosperm;Populus x canadensis;stem;trunk;angio tree;temperate;5.2;1.4;6.6
Yamada 2011;Angiosperm;Robinia pseudoacacia;stem;trunk;angio tree;temperate;5.34;7.95;13.29
Zieminska 2015;Angiosperm;Acacia dealbata;stem;branch;angio tree;temperate;8.4;16.1;24.5
Zieminska 2015;Angiosperm;Acacia melanoxylon;stem;branch;angio tree;temperate;7.6;18.4;26.1
Zieminska 2015;Angiosperm;Acacia obliquinervia;stem;branch;angio tree;temperate;6;10.9;16.9
Zieminska 2015;Angiosperm;Antirhea tenuiflora;stem;branch;angio tree;tropical;27.9;13.3;41.2
Zieminska 2015;Angiosperm;Argyrodendron peralatum;stem;branch;angio tree;tropical;27;32;59
Zieminska 2015;Angiosperm;Austromuellera trinervia;stem;branch;angio tree;tropical;34.8;17.5;52.3
Zieminska 2015;Angiosperm;Beccariella xerocarpa;stem;branch;angio tree;tropical;27.9;22.4;50.2
Zieminska 2015;Angiosperm;Cardwellia sublimis;stem;branch;angio tree;tropical;37.9;28.3;66.2
Zieminska 2015;Angiosperm;Casearia dallachii;stem;branch;angio tree;tropical;34.8;2.8;37.5
Zieminska 2015;Angiosperm;Castanospermum australe;stem;branch;angio tree;tropical;25.8;27.8;53.6
Zieminska 2015;Angiosperm;Cleistanthus oblongifolius;stem;branch;angio tree;tropical;26.6;8.8;35.3
Zieminska 2015;Angiosperm;Coprosma hirtella;stem;branch;angio tree;temperate;24.7;14.1;38.8
Zieminska 2015;Angiosperm;Corymbia citridora;stem;branch;angio tree;subtropical;10.8;7.3;18.2
Zieminska 2015;Angiosperm;Corymbia clarksoniana;stem;branch;angio tree;subtropical;6.1;6;12.1
Zieminska 2015;Angiosperm;Cryptocarya grandis;stem;branch;angio tree;tropical;21.3;15.1;36.4
Zieminska 2015;Angiosperm;Cryptocarya mackinnoniana;stem;branch;angio tree;tropical;27.6;16.3;43.9
Zieminska 2015;Angiosperm;Cryptocarya murrayi;stem;branch;angio tree;tropical;24.4;19.5;43.9
Zieminska 2015;Angiosperm;Doryphora aromatica;stem;branch;angio tree;tropical;23.2;1.3;24.4
Zieminska 2015;Angiosperm;Dysoxylum alliaceum;stem;branch;angio tree;tropical;21.8;27.6;49.4
Zieminska 2015;Angiosperm;Dysoxylum arborescens;stem;branch;angio tree;tropical;22.2;21.8;44
Zieminska 2015;Angiosperm;Dysoxylum papuanum;stem;branch;angio tree;tropical;23.5;15.3;38.8
Zieminska 2015;Angiosperm;Dysoxylum parasiticum;stem;branch;angio tree;tropical;20.1;10.5;30.6
Zieminska 2015;Angiosperm;Dysoxylum pettigrewianum;stem;branch;angio tree;tropical;19;24.4;43.4
Zieminska 2015;Angiosperm;Elaeocarpus angustifolius;stem;branch;angio tree;tropical;26.5;3.8;30.3
Zieminska 2015;Angiosperm;Endiandra leptodendron;stem;branch;angio tree;tropical;23;12.6;35.6
Zieminska 2015;Angiosperm;Endiandra microneura;stem;branch;angio tree;tropical;22.6;14.8;37.3
Zieminska 2015;Angiosperm;Eucalyptus pauciflora;stem;branch;angio tree;temperate;13.6;7.3;20.9
Zieminska 2015;Angiosperm;Eucalyptus sp;stem;branch;angio tree;subtropical;13.1;5.5;18.6
Zieminska 2015;Angiosperm;Eucalyptus sp;stem;branch;angio tree;subtropical;9;11.3;20.3
Zieminska 2015;Angiosperm;Eupomatia laurina;stem;branch;angio tree;tropical;34;5.9;39.9
Zieminska 2015;Angiosperm;Exocarpos strictus;stem;branch;angio tree;temperate;23.8;11.7;35.5
Zieminska 2015;Angiosperm;Ficus variegata;stem;branch;angio tree;tropical;17.1;19;36.2
Zieminska 2015;Angiosperm;Gillbeea whypallana;stem;branch;angio tree;tropical;20.7;8.2;28.9
Zieminska 2015;Angiosperm;Gomphandra australiana;stem;branch;angio tree;tropical;37.6;17.7;55.3
Zieminska 2015;Angiosperm;Grevillea glauca;stem;branch;angio tree;tropical;30.9;13.1;43.9
Zieminska 2015;Angiosperm;Grevillea parallela;stem;branch;angio tree;tropical;25.8;26;51.7
Zieminska 2015;Angiosperm;Hakea lissosperma;stem;branch;angio tree;temperate;20.9;9.2;30.2
Zieminska 2015;Angiosperm;Hakea microcarpa;stem;branch;angio tree;temperate;31.8;9.6;41.4
Zieminska 2015;Angiosperm;Haplostichanthus ramiflorus;stem;branch;angio tree;tropical;26.2;19.4;45.6
Zieminska 2015;Angiosperm;Harpullia rhyticarpa;stem;branch;angio tree;tropical;20.2;11;31.2
Zieminska 2015;Angiosperm;Hernandia albiflora;stem;branch;angio tree;tropical;21.9;14.6;36.5
Zieminska 2015;Angiosperm;Leea indica;stem;branch;angio tree;tropical;40.9;2.2;43
Zieminska 2015;Angiosperm;Leionema phylicifolium;stem;branch;angio tree;temperate;15.5;5;20.5
Zieminska 2015;Angiosperm;Litsea leefeana;stem;branch;angio tree;tropical;18.8;4;22.8
Zieminska 2015;Angiosperm;Lomatia myricoides;stem;branch;angio tree;temperate;22.1;6.9;29
Zieminska 2015;Angiosperm;Lophostemon suaveolens;stem;branch;angio tree;subtropical;21.8;16.4;38.2
Zieminska 2015;Angiosperm;Mallotus paniculatus;stem;branch;angio tree;tropical;21;7.9;28.9
Zieminska 2015;Angiosperm;Melaleuca nervosa;stem;branch;angio tree;tropical;15.6;19.7;35.3
Zieminska 2015;Angiosperm;Melaleuca viridiflora;stem;branch;angio tree;tropical;16.3;8.8;25.1
Zieminska 2015;Angiosperm;Melicope platynema;stem;branch;angio tree;tropical;28;8.7;36.7
Zieminska 2015;Angiosperm;Melicope xanthoxyloides;stem;branch;angio tree;tropical;21.1;10;31.1
Zieminska 2015;Angiosperm;Musgravea heterophylla;stem;branch;angio tree;tropical;26.2;20.9;47.1
Zieminska 2015;Angiosperm;Myristica globosa;stem;branch;angio tree;tropical;23;12.3;35.3
Zieminska 2015;Angiosperm;Olearia megalophylla;stem;branch;angio tree;temperate;6.1;14.9;21.1
Zieminska 2015;Angiosperm;Olearia phlogopappa;stem;branch;angio tree;temperate;15.2;6.5;21.6
Zieminska 2015;Angiosperm;Ozothamnus secundiflorus;stem;branch;angio tree;temperate;15.9;11.4;27.3
Zieminska 2015;Angiosperm;Palaquium galactoxylum;stem;branch;angio tree;tropical;24.4;13.4;37.8
Zieminska 2015;Angiosperm;Persoonia falcata;stem;branch;angio tree;tropical;7.2;12.9;20.1
Zieminska 2015;Angiosperm;Persoonia subvelutina;stem;branch;angio tree;temperate;9.6;10.2;19.8
Zieminska 2015;Angiosperm;Pimelea linifolia;stem;branch;angio tree;subtropical;7.3;4.4;11.7
Zieminska 2015;Angiosperm;Pimelea linifolia;stem;branch;angio tree;subtropical;12.2;4.9;17.1
Zieminska 2015;Angiosperm;Polyscias sambucifolia;stem;branch;angio tree;temperate;22.2;3;25.2
Zieminska 2015;Angiosperm;Rockinghamia angustifolia;stem;branch;angio tree;tropical;22.3;10.9;33.2
Zieminska 2015;Angiosperm;Syzygium graveolens;stem;branch;angio tree;tropical;15.4;28.7;44.2
Zieminska 2015;Angiosperm;Syzygium monospermum;stem;branch;angio tree;tropical;18.4;33.4;51.8
